village_ID,village_name
67040408,น้ำเพียงดิน
67040501,โป่งสามขา
67040502,สักง่า
67040503,อุ่มกะทาด
67040504,วังก้นหวด
67040505,หินโง่น
67040506,ศิลา
67040507,ห้วยข่อย
67040508,สงเปลือย
67040509,หนองเขียว
67040510,ห้วยผักกูด
67040511,ซำบุ่น
67040512,โคกสว่าง
67040513,โคกใหม่
67040514,กลาง
67040515,ใหม่หัวนา
67040516,น้ำย่า
67040601,นาแค
67040602,นาแซง
67040603,ไร่นาขี้หูด
67040604,ห้วยมะเขือ
67040605,ห้วยมะเขือ
67040606,ห้วยมะยม
67040607,ห้วยมะยม
67040701,ภูปูน
67040702,นาทราย
67040703,นาทราย
67040704,น้ำครั่ง
67040705,น้ำครั่ง
67040706,หนองไผ่
67040707,น้ำครั่งน้อย
67040708,วังบาล
67040709,วังบาล
67040710,วังบาล
67040711,เหมืองแบ่ง
67040712,ขี้นาค
67040713,ห้วยหอย
67040714,ทับเบิก
67040715,วังบาล
67040716,ทับเบิกใหม่
67040717,นาสะอุ้ง
67040801,นาเกาะ
67040802,นาเกาะ
67040803,ไร่
67040804,น้ำอ้อย
67040805,ห้วยแล้ง
67040806,ไร่
67040901,วังขอน
67040902,ห้วยอีจีน
67040903,ตาดกลอยเหนือ
67040904,ตาดกลอยใต้
67040905,ตาดข่า
67040906,วังเวินพัฒนา
67040907,กกกล้วยนวน
67040908,วังม่วง
67040909,ห้วยโป่งน้ำ
67043203,วัดตาล
67043204,ศรีสุมัง
67043205,หล่มเก่า
67043206,กุดช้าง
67043209,บ้านพรวน
67043212,วังเวิน
67043213,เหล่าเพิ่ม
67045801,วัดตาล
67045802,ศรีสุมัง
67045803,ร่วมใจพัฒนา
67045804,คนในเมือง
67045805,กุดช้าง
67045806,บ้านพรวน
67045807,วังเวิน
67045808,เหล่าเพิ่ม
67045809,คนในเมือง
67045810,ร่วมใจพัฒนา
67045812,วังเวิน
67045813,เหล่าเพิ่ม
67050101,ท่าโรง
67050102,ท่าโรง
67050103,ท่าโรง
67050104,กระโทก
67050105,ทุ่งใหญ่
67050106,นาไร่เดียว
67050107,นาไร่เดียว
67050108,บุมะกรูด
67050109,หนองไข่น้ำ
67050110,นาไร่เดียว
67050111,นาไร่เดียว
67050112,สนามบิน
67050113,ท่าน้ำ
67050114,มาบสมอ
67050115,หนองไข่น้ำ
67050116,สนามบิน
67050117,เขาน้อย
67050118,เขามอง
67050201,สามแยก
67050202,สระประดู่
67050203,คอเลือก
67050204,ห้วยชัน
67050205,หนองแจง
67050206,ท่าจรวด
67050207,ยางโด่
67050208,ลำนารวย
67050209,พันถ้วย
67050210,สระประดู่
67050211,ลำนารวย
67050212,ร่วมใจพัฒนา
67050301,ลำจังหัน
67050302,กลุ่มอุทัย
67050303,ดงเข็ม
67050304,ท่าเกย
67050305,โค้งสุพรรณ
67050306,ถิ่นไทยงาม
67050307,พรหมยาม
67050308,ซับกรองทอง
67050309,ไร่ตาพุฒ
67050310,โป่งนกเป้า
67050401,โคกปรง
67050402,โคกปรง
67050403,โคกปรง
67050404,เขายางโปร่ง
67050405,ซับอีลุม
67050406,ซับสวัสดิ์
67050407,โคกปรง
67050408,นาสามัคคี
67050409,โคกปรง
67050410,ลำเพียร
67050411,วังเตียน
67050412,น้ำเดือด
67050413,วังตะพาบ
67050414,ดอยสวรรค์
67050415,ดงน้อยพัฒนา
67050501,น้ำร้อน
67050502,น้ำร้อน
67050503,น้ำร้อน
67050504,โคกสำราญ
67050505,หนองปลาไหล
67050506,ถ้ำมงคลชัย
67050507,คลองบง
67050508,ไทรงาม
67050509,สันติสุข
67050510,วังน้ำเย็น
67050511,โคกสำราญ
67050512,คลองยางพัฒนา
67050601,บ่อรัง
67050602,บ่อรัง
67050603,หนองบัวขาว
67050604,หนองบัวขาว
67050605,หนองไม้สอ
67050606,วังไผ่
67050607,ใหม่
67050608,หนองโป่ง
67050609,หนองสะแก
67050610,ใหม่วิไลวัลย์
67050611,หนองบัวทอง
67050612,ดงตะเคียน
67050613,กุดตาบ้อง
67050614,หนองเตียน
67050615,คลองม่วง
67050616,แสงทอง
67050617,บ่อแร่
67050618,โคกโพนพัฒนา
67050619,หนองบงพัฒนา
67050620,บ่อรัง
67050621,สามัคคีพัฒนา
67050622,หนองบัวขาว
67050701,พุเตย
67050702,พุเตย
67050703,พุเตย
67050704,พุเตย
67050705,พุเตย
67050706,ตะกุดไผ่
67050707,หนองยาว
67050708,หนองคล้า
67050709,หนองกระทุ่ม
67050710,วังชะอม
67050711,วังทอง
67050712,พุเตย
67050713,พานทองพัฒนา
67050714,ไทรงาม
67050801,พุขาม
67050802,พุขาม
67050803,ถนนโค้ง
67050804,พุขาม
67050805,พุขาม
67050806,หนองสมบูรณ์
67050807,โคกสง่า
67050808,หนองหวาย
67050809,หนองกระทุ่ม
67050810,หินดาด
67050901,ยางสามต้น
67050902,ลำกระทิง
67050903,คลองยาง
67050904,ซับดีปลี
67050905,ซับมหาด
67050906,รวมซับ
67050907,พระที่นั่ง
67050908,ซับโอบ
67050909,ภูน้ำหยด
67050910,กลุ่มชัยนาท
67050911,ซับม่วง
67050912,ยางจ่า
67050913,หินสามบ่อ
67050914,พรมประชาสวรรค์
67050915,วังลึก
67050916,หนองภิรมย์
67051001,ซับสมบูรณ์
67051002,โพทะเล
67051003,ไร่อุดม
67051004,เขาขาด
67051005,กระทุ่มทอง
67051006,หนองจอก
67051007,ฟุบสะแก
67051008,ใหม่ซับเจริญ
67051009,หนองอุดม
67051010,แสงมณี
67051101,เกาะบรเพ็ด
67051102,เกาะบรเพ็ด
67051103,โคกปรือ
67051104,บึงกระจับ
67051105,บึงกระจับ
67051106,วังทอง
67051107,ระนามสวนหมาก
67051108,เตาถ่าน
67051109,โคกสามัคคี
67051110,เกาะบรเพ็ด
67051201,วังใหญ่
67051202,วังน้อย
67051203,หนองโป่ง
67051204,ยางตอ
67051205,ไทรงาม
67051206,หนองปลาไหล
67051207,ดาดอุดม
67051208,ซับตะเคียน
67051209,วังทองสามัคคี
67051210,ซับยาง
67051301,ยางสาว
67051302,โนนสง่า
67051303,วังวัด
67051304,เขาสูง
67051305,ซับตะแบก
67051306,ซับกระโซ่
67051307,น้ำอ้อม
67051308,โคกกรวด
67051309,โคกกรวด
67051310,โนนสง่า
67051311,สวนยาใหญ่
67051312,ตะเคีนนโพรง
67051313,ซับเจริญ
67051314,ซับผุด
67051315,หนองแดง
67051316,ซับบาดาล
67051401,ซับน้อย
67051402,ซับอโศก
67051403,โคกเศรษฐี
67051404,คลองยางงาม
67051405,ซับปางช้าง
67051406,หินดาด
67051407,ซับรุ่งเจริญ
67051408,คลองทราย
67051409,คลองแปด
67051410,หนองขาม
67051411,คลองทราย
67051412,สระคู
67051413,ทรายเพชร
67051414,ซับสามัคคี
67053501,เพชรรัตน์ก้าวหน้า
67053502,มรกตก้าวหน้า
67053503,ตรีรัตน์ก้าวหน้า
67053504,โกเมนก้าวหน้า1
67053505,โกเมนก้าวหน้า2
67053506,สุวรรณรัตน์ก้าวหน้า1
67053507,สุวรรณรัตน์ก้าวหน้า2
67053508,กนกรัตน์ก้าวหน้า
67053509,ไพลินก้าวหน้า
67053510,นิลรัตน์ก้าวหน้า
67053511,จินดารัตน์ก้าวหน้า
67053512,มุกดารัตน์ก้าวหน้า
67053513,บุศราคัมก้าวหน้า
67053514,เพทายก้าวหน้า
67053515,มณีก้าวหน้า
67053516,นวรัตน์ก้าวหน้า
67053517,สระประดู่ก้าวหน้า
67053518,คอเลือกก้าวหน้า
67053519,ห้วยชันก้าหน้า
67053520,พันถ้วยก้าวหน้า
67053521,สามัคคีก้าวหน้า
67053522,เสลินก้าวหน้า
67053801,ชุมชนปี2000
67053802,ชุมชนสร้างสรรค์พัฒนา
67053803,ชุมชนวัดพุเตยประสิทธิ์
67053804,ชุมชนวัดพุเตยวนาราม
67053805,ชุมชนพัฒนาท้องถิ่น
67053806,ชุมชนพุน้ำร้อน
67053807,ชุมชนต้นยาง100ปี
67053808,ชุมชนสามัคคี
67053809,ชุมชนก้าวหน้า
67055901,เพชรรัตน์ก้าวหน้า
67055902,มรกตก้าวหน้า
67055903,ตรีรัตน์ก้าวหน้า
67055904,โกเมนก้าวหน้า1
67055905,โกเมนก้าวหน้า2
67055906,สุวรรณรัตน์ก้าวหน้า1
67055907,สุวรรณรัตน์ก้าวหน้า2
67055908,กนกรัตน์ก้าวหน้า
67055909,ไพลินก้าวหน้า
67055910,นิลรัตน์ก้าวหน้า
67055911,จินดารัตน์ก้าวหน้า
67055912,มุกดารัตน์ก้าวหน้า1
67055913,มุกดารัตน์ก้าวหน้า2
67055914,บุศราคัมก้าวหน้า
67055915,เพทายก้าวหน้า
67055916,มณีก้าวหน้า
67055917,นวรัตน์ก้าวหน้า
67055918,สระประดู่ก้าวหน้า
67055919,คอเลือกก้าวหน้า
67055920,ห้วยชันก้าวหน้า
67055921,พันถ้วยก้าวหน้า
67055922,สามัคคีก้าวหน้า
67055923,เสลินก้าวหน้า
67056001,ชุมชนปี2000
67056002,ชุมชนสร้างสรรค์พัฒนา
67056003,ชุมชนวัดพุเตยประสิทธิ์
67056004,ชุมชนวัดพุเตยวนาราม
67056005,ชุมชนพัฒนาท้องถิ่น
67056006,ชุมชนพุน้ำร้อน
67056007,ชุมชนต้นยาง100ปี
67056008,ชุมชนสามัคคี
67056009,ชุมชนก้าวหน้า
67056023,เสลินก้าวหน้า
67060101,นาตะกรุด
67060102,นาตะกรุด
67060103,นาตะกรุด
67060104,โคกสะแกลาด
67060105,ศรีเทพน้อย
67060106,บึงนาจาน
67060107,ท่าไม้ทอง
67060108,เกาะลำโพง
67060109,แควป่าสัก
67060110,ท่าเลียง
67060111,สระปรือ
67060112,รักไทย
67060113,หลักเมือง
67060114,คลองมะกอก
67060115,นาตะกรุดพัฒนา
67060116,บึงนาจาน
67060201,สระกรวด
67060202,กลาง
67060203,วังขาม
67060204,หนองแดง
67060205,กลาง
67060206,โคกสว่าง
67060207,วังกำแพง
67060208,หนองจอก
67060209,โคกหิน
67060210,ทุ่งเศรษฐี
67060211,ร่องหอย
67060212,สามหลัง
67060213,ใหม่สาริกา
67060214,คลองโป่ง
67060215,กลางใต้
67060216,เนินหินอ่อน
67060217,ทุ่งเจริญ
67060301,คลองกระจัง
67060302,หนองสรวง
67060303,มอดินแดง
67060304,ม่วงชุม
67060305,เกาะแก้ว
67060306,เกาะแก้ว
67060307,โคก
67060308,เขาคลัง
67060309,หนองสะแก
67060310,วังขอน
67060311,คลองดู่
67060312,น้อยนาสวรรค์
67060313,วังไทร
67060314,วังเกวียน
67060315,วังด่าน
67060316,คลองสานพัฒนา
67060317,วังขอนพัฒนา
67060318,วังขอนเทิดพระเกียรติ
67060401,นาสนุ่น
67060402,โคกตะขบ
67060403,หนองตาลเลี้ยน
67060404,นาสนุ่น
67060405,นาน้ำโครม
67060406,หนองบัว
67060407,กุดตาแร้ว
67060408,เนินถาวร
50130605,ริมออนใต้
50130606,แม่ผาแหน
50130607,ป่าตึง
50130608,ปงห้วยลาน
50130609,ป่าห้า
50130610,แพะ
50130611,ป่าเปางาม
50131001,ป่าสักยาว
50131002,สันมะแปป
50131003,ป่าสักน้อย
50131004,ปงป่าเอื้อง
50131005,ปูคาเหนือ
50131006,ปูคาใต้
50131007,ปูคาหัวฝาย
50131008,ไร่พัฒนา
50131009,ปูคาหัวบ้าน
50131101,แม่ตาด
50131102,หนองแสะ
50131103,ล้านตอง
50131104,สันข้าวแคบกลาง
50131105,หม้อ
50131106,ดอยซิว
50131107,ป่าตึง
50131108,ห้วยทราย
50131201,ต้นเปา
50131202,หนองโค้ง
50131203,บ่อสร้าง
50131204,บวกเป็ด
50131205,ส้นพระเจ้างาม
50131206,ต้นผึ้ง
50131207,สันมะฮกฟ้า
50131208,สันป่าค่า
50131209,แม่โฮม
50131210,สันช้างมูบ
50131301,มอญเหนือ
50131302,มอญใต้
50131303,สันกลางเหนือ
50131304,สันกลางเหนือ
50131305,สันกลางใต้
50131306,สันกลางใต้
50131307,ริมกวง
50136901,ป่าเส้า
50136902,ป่าเหว
50136903,บ้านเหล่า
50136904,คำซาว
50136905,สันเหนือ๕
50136906,สันเหนือ๖
50136907,บ้านกาด
50136908,สันใต้๘
50136909,สันใต้๙
50136910,สันไร่
50136911,บ้านน้อย
50136912,บ้านป่าไผ่กลาง
50136913,บ้านป่าไผ่ใต้
50136914,บ้านออน
50136915,ดอนมูลหมู่๑
50136916,สันโค้งหมู่๒
50136917,ป่าเป้าหมู่๓
50136918,สันโค้งเก่าหมู่๔
50136919,หัวทุ่งหมู่๕
50136920,สันก้างปลาหมู่๖
50136921,ทรายมูลหมู่๗
50136922,ป่าไผ่เหนือหมู่๖
50136923,ป่าไผ่กลางหมู่๗
50136924,ป่าไผ่ใต้หมู่๘
50137001,ต้นเปา
50137002,หนองโค้ง
50137003,บ่อสร้าง
50137004,บวกเป็ด
50137005,ส้นพระเจ้างาม
50137006,ต้นผึ้ง
50137007,สันมะฮกฟ้า
50137008,สันป่าค่า
50137009,แม่โฮม
50137010,สันช้างมูบ
50140101,ทุ่งยาว
50140102,ป่าลาน
50140103,ข้าวแท่นหลวง
50140104,สันทรายหลวง
50140105,ท่อ
50140106,สันป่าสัก
50140107,ต้นซาง
50140108,ปิ่นดก
50140201,แม่ย่อย
50140202,แม่ย่อยใต้
50140203,สันทรายมูล
50140204,สันคะยอม
50140205,โจ้
50140206,ทรายทอง
50140301,สันศรี
50140302,แม่คาว
50140303,ป่าไผ่
50140304,สันพระเนตร
50140305,ใหม่สามัคคี
50140306,แม่ย่อยสันศรี
50140307,ท่าทุ่ม
50140401,ร้องสัก
50140402,ป่ากล้วย
50140403,สันนาเม็ง
50140404,สันหลวง
50140405,หลักปัน
50140406,แม่กวง
50140407,คอกหมูป่า
50140408,ร้องบอนเหนือ
50140409,หลักชัย
50140410,คุรุสภา
50140411,แม่กวงใต้
50140412,เจซีการ์เด้นวิลล์
50140501,สันต้นเปา
50140502,ป่าก้าง
50140503,บ่อหิน
50140504,ขัวโก
50140505,หนองอิ่ง
50140506,พยากน้อย
50140601,หนองแหย่ง
50140602,ร้องเม็ง
50140603,บวกเปา
50140604,ทุ่งข้าวตอก
50140605,หนองบัว
50140606,ดงเจริญชัย
50140607,ดอย
50140608,ทุ่งข้าวดอกใหม่
50140609,แม่ฮักพัฒนา
50140610,พระบาทตีนนก
50140611,แม่ฮักพัฒนาเฉลิมพระเกียรติ
50140701,ฟ้ามุ่ย
50140702,นางเหลียว
50140703,โป่ง-สันป่าสัก
50140704,ท่าเกวียน
50140705,แม้แก้ดหลวง
50140706,ศรีทรายมูล
50140707,สหกรณ์นิคม
50140708,หนองไคร้หลวง
50140709,ต้นจันทน์
50140801,แม่เตาไห
50140802,ป่าบง
50140803,ห้วยเกี๋ยง
50140804,แม่โจ้
50140805,สหกรณ์นิคม
50140806,ทุ่งป่าเกล็ด
50140807,หนองหาร
50140808,วิเวก
50140809,ทุ่งหมื่นน้อย
50140810,เกษตรใหม่
50140811,สหกรณ์บ้านไร่
50140812,แม่โจ้ใหม่
50140813,ดอยน้อยพัฒนา
50140901,หนองมะจับ
50140902,โป่ง
50140903,ห้วยแก้ว
50140904,ร่มหลวง
50140905,ศรีงาม
50140906,แม่แต
50140907,สหกรณ์
50140908,หนองแสะ
50140909,พระธาตุ
50140910,ศรีงามพัฒนา
50140911,ร่มโพธิ์ทอง
50140912,หนองไหว
50141001,แม่แฝก
50141002,สบแฝก
50141003,เจดีย์แม่ครัว
50141004,ขัวมุง
50141005,ห้วยบง
50141006,แพะเจดีย์
50141007,วังขุมเงิน
50141008,แพะห้วยบง
50141009,กลางพัฒนา
50141010,แพะแม่แฝกใหม่
50141011,เจดีย์พัฒนา
50141012,ป่าป๋อ
50141013,พระธาตุเจดีย์
50141014,เจดีย์เจริญ
50141101,เมืองวะ
50141102,เมืองเล็น
50141103,หัวฝาย
50141104,เมืองวะ
50141105,หนองก้นครุ
50141201,เมืองขอน
50141202,หนองเต่าคำ
50141203,ป่าไผ่
50141204,ป่าเหมือด
50141205,แม่แก๊ดน้อย
50141206,โปง
50141207,ศรีบุญเรือง
50141208,ศรีวังธาร
50141209,หนองเต่าคำใหม่
50141210,หนองโบสถ
50141211,ท่ายาว
50141212,หม้อ
50141213,ทรายแก้ว
50141214,หนองหลวงพัฒนา
50141215,เกษตรพัฒนา
50141216,หนองป่าข้าว
50141217,แพะใต้พัฒนา
50147101,ทุ่งยาว
50147102,ป่าลาน
50147103,ข้าวแท่นหลวง
50147104,สันทรายหลวง
50147105,บ้านท่อ
50147106,สันป่าสัก
50147107,ต้นซาง
50147108,ปิ่นดก
50147109,สันทรายก้อม
50147110,แม่ย่อย
50147111,แม่ย่อยใต้
50147112,สันทรายมูล
50147113,สันคะยอม
50147114,บ้านโจ้
50147115,ทรายทอง
50147116,สันคะยอมใต้
50147117,เด่นสันคะยอม
50147118,สันทรายน้อย
50147119,สันทรายเงิน
50147120,ป่าเหมือด
50147121,แม่คาว
50147122,สันศรี
50147123,ป่าไผ่
50147124,สันพระเนตร
50147125,ใหม่สามัคคี
50147126,แม่ย่อยสันศรี
50147127,ท่าทุ่ม
50147128,ร้องสัก
50147129,ป่ากล้วย
50147130,สันนาเม็ง
50147131,สันหลวง
50147132,หลักปัน
50147133,แม่กวง
50147134,คอกหมูป่า
50147135,ร้องบอนเหนือใต้
50147136,หลักชัย
50147137,คุรุสภา
50147138,แม่กวงใต้
50147139,เจซีการ์เด้นวิลล์
50147140,สันต้นเปา
50147141,ป่าก่าง
50147142,บ่อหิน
50147143,หัวโก
50147144,หนองอิ่ง
50147145,พยากน้อย
50147146,หนองแหย่ง
50147147,ร้องเม็ง
50147148,บวกเปา
50147149,ทุ่งข้าวตอก
50147150,หนองบัว
50147151,ดงเจริญชัย
50147152,ดอย
50147153,ทุ่งข้าวดอกใหม่
50147154,แม่ฮักพัฒนา
50147155,พระบาทตีนนก
50147156,แม่ฮักพัฒนาเฉลิมพระเกียรติ
50147157,ฟ้ามุ่ย
50147158,นางเหลียว
50147159,โปง
50147160,ท่าเกวียน
50147161,แม้แก้ดหลวง
50147162,หนองไคร้
50147163,หนองไคร้หลวง
50147164,ศรีทรายมูล
50147165,แม่เตาไห
50147166,หนองหาร
50147167,วิเวก
50147168,เกษตรใหม่
50147169,ดอยน้อย
50147170,หนองมะจับ
50147171,โป่ง
50147172,ห้วยแก้ว
50147173,ร่มหลวง
50147174,ศรีงาม
50147175,แม่แต
50147176,สหกรณ์
50147177,หนองแสะ
50147178,พระธาตุ
50147179,ศรีงาม
50147180,ร่มโพธิ์ทอง
50147181,หนองไหว
50147182,แม่แฝก
50147183,สบแฝก
50147184,เจดีย์แม่ครัว
50147185,ขัวมุง
50147186,ห้วยบง
50147187,แพะเจดีย์
50147188,วังขุมเงิน
50147189,แพะห้วยบง
50147190,กลางพัฒนา
50147191,แพะแม่แฝกใหม่
50147192,เจดีย์พัฒนา
50147193,ป่าป๋อ
50147194,พระธาตุเจดีย์
50147195,เจดีย์เจริญ
50147196,เมืองวะ
50147197,เมืองเล็น
50147198,หัวฝาย
50147199,เมืองวะ
501471A0,หนองก้นครุ
501471A1,เมืองขอน
501471A2,หนองเต่าคำ
501471A3,ป่าไผ่
501471A4,โป่ง
501471A5,ศรีบุญเรือง
501471A6,ศรีวังธาร
501471A7,หนองเต่าคำใหม่
501471A8,ท่ายาง
501471A9,หม้อ
501471B0,ทรายแก้ว
501471B1,หนองหลวงพัฒนา
501471B2,เกษตรพัฒนา
501471B3,หนองป่าข้าว
501471B4,แพะใต้พัฒนา
50147201,แม่เตาไห
50147202,ป่าบง
50147203,ห้วยเกี้ยง
50147204,แม่โจ้
50147205,สหกรณ์นิคม
50147206,ทุ่งป่าเกลด
50147207,สหกรณ์นิคม
50147208,สหกรณ์นิคม2
50147209,ทุ่งหมิ่นน้อย
50147210,เกษตรใหม่
50147211,สหกรณ์บ้านไร่
50147212,แม่โจ้ใหม่
50147213,ท่าทราย
50147214,แม่เก็กน้อย
50147215,หนองโบสถ
50147216,ท่าเกวียน
50147217,สหกรณ์นิคม
50147218,แพะป่าห้า
50147219,ศรีสหกรณ์
50150101,ท้าวคำวัง
50150102,สันฟ้างาม
50150103,กำแพงงาม
50150104,ทรายมูล
50150105,แม่ขัก
50150106,ดงหลวง
50150107,ป่าแป๋
50150108,กอง
50150109,ดงน้อย
50150201,ละโว้
50150202,สันปูเลย
50150203,เหมืองง่า
50150204,บวก
50150205,ร้องแหย่ง
50150206,ยังปวน
50150207,สันทราย
50150208,หนองแก๋ว
50150209,สันทรายพัฒนา
50150301,สันป่าสัก
50150302,ขันแก้ว
50150303,ทุ่งอ้อหลวง
50150304,ป่าแงะ
50150305,ไร่
50150306,กวน
50150307,วัวลาย
50150308,ต้นแก
50150309,ป่าเหียง
50150401,ต้นโชค
50150402,บวกครก
50150403,หนองตอง
50150404,ป่าลาน
50150405,เกาะ
50150406,ท่าขี่นาค
50150407,หนองช้าง
50150408,ป่าเป้า
50150409,หนองใคร้
50150410,หนองบัว
50150411,ทุ่งแพ่ง
50150412,ท่าควาย
50150413,คันธรส
50150414,ป่าแดง
50150501,ต้นแก้ว
50150502,ถวาย
50150503,หนองโขง
50150504,สารภี
50150505,ขุนคงหลวง
50150506,กาด
50150507,ท่าขุนคง
50150508,ท่ามะโก๋
50150509,แพะ
50150601,ท่าขี้ควาย
50150602,น้ำโท้ง
50150603,เกาะ
50150604,ท่าศาลา
50150605,หนองคำ
50150701,ไร่
50150702,โขงขาว
50150703,ท้าวบุญเรือง
50150704,ช่างคำหน้อย
50150705,ช่างคำหลวง
50150706,ปากกอง
50150707,ป่าหมาก
50150708,ต้นเฮือด
50150709,เดื่อ
50150710,จอมทอง
50150711,ดู่
50150712,ดอนไฟ
50150713,ศรีสรร
50150801,สันผักหวานหลวง
50150802,ต้นงิ้ว
50150803,ท้าวผายู
50150804,ป่าตาล
50150805,เบ้อ
50150806,ขัวเด้ง
50150807,สันผักหวานน้อย
50150901,ตองกาย
50150902,ฟ่อน
50150903,ไร่เหนือ
50150904,ต้นเกว๋น
50150905,หนองควาย
50150906,ร้อยจันทร์
50150907,เหมืองกุง
50150908,ขุนเส
50150909,สันทราย
50150910,นาบุก
50150911,สันป่าสัก
50150912,ตองกายเหนือ
50151001,ปงใต้
50151002,ปงเหนือ
50151003,แม่ฮะ
50151004,ทุ่งโป่ง
50151005,ม่ฮะเหนือ
50151006,แม่ขนิลเหนือ
50151007,แม่ฮะเหนือ
50151008,แม่ขนิลเหนือ
50151009,ปางยาง
50151010,น้ำซุ้ม
50151011,ทุ่งโป่งใต้
50151101,สันคะยอม
50151102,ใหม่ห้วยลึก
50151103,เวียงด้ง
50151104,ศาลา
50151105,ป่าจี้
50151106,แสนตอ
50151107,ท่าไม้ลุง
50151108,แม่ขะนิลใต้
50151109,ถ้ำ
50151110,น้ำบุ่น
50151111,เวียงด้ง
50153201,ท้าวคำวัง
50153202,บ้านล้อง
50153203,กำแพงงาม
50153204,ทรายมูล
50153205,แม่ขัก
50153206,บ้านดง
50157301,ท้าวคำวัง
50157302,บ้านล้อง
50157303,กำแพงงาม
50157304,ทรายมูล
50157305,แม่ขัก
50157306,บ้านดง
50157307,บ้านดง
50157309,ดง
50157401,ต้นโชค
50157402,บวกครก
50157403,หนองตอง
50157404,ป่าลาน
50157405,เกาะ
50157406,ท่าขี่นาค
50157407,หนองช้าง
50157408,ป่าเป้า
50157409,หนองไคร้
50157410,หนองบัว
50157411,ทุ่งแพ่ง
50157412,ท่าควาย
50157413,คันธรส
50157414,ป่าแดง
50160101,แม่ลอง
50160102,ท่าข้ามใต้
50160103,หางดง
50160104,ผาแตน
50160105,แม่ทัง
50160106,กองหิน
50160107,โค้งงาม
50160108,ดอยคำ
50160109,ห้วยส้มป่อย
50160110,วังลุงใหม่
50160111,ท่าหิน
50160112,หลังกาด
50160113,โป่ง
50160201,แควมะกอก
50160202,แพะดินแดง
50160203,วังลุง
50160204,ห้วยทราย
50160205,ดงดำ
50160301,ตาลเหนือ
50160302,ป่าขาม
50160303,ตาลใต้
50160304,ทุ่งโป่ง
50160305,ตาลกลาง
50160306,เด่นสารภี
50160307,แม่ยุย
50160308,ท่าหนองหลวง
50160309,ช่างเคิ่ง
50160310,ใหม่พัฒนา
50160401,บ่อหลวง
50160402,วังกอง
50160403,ขุน
50160404,นาฟ่อน
50160405,แม่ลายเหนือ
50160406,แม่ลายใต้
50160407,พุย
50160408,กิ่วลม
50160409,แม่สะนาม
50160410,เตียนอาง
50160411,บ่อสะแง๋
50160412,บ่อพะแวน
50160413,แม่หืด
50160501,แม่โถ
50160502,อมลอง
50160503,แม่แวน
50160504,กองลอย
50160505,ทุ่ง
50160506,บ่อสลี
50160507,กองปะ
50160508,ใหม่ทุ่งสน
50160509,แม่โถหลวง
50160510,ดอกแดง
50160601,หลังท่อ
50160602,นาคอเรือ
50160603,ห้วยหินดำ
50160604,ห้วยฝาง
50160605,แม่ป่าไผ่
50160606,แม่งูด
50160607,เด่น
50160608,ตีนตก
50160609,แม่ลายดวงจันทร์
50160610,ใหมยูงทอง
50165201,บ้านแม่ลอง
50165202,ท่าข้ามใต้
50165206,กองหิน
50165209,ห้วยส้มป่อย
50165210,วังลุงใหม่
50165212,หลังกาด
50165213,บ้านโป่ง
50167501,บ้านแม่ลอง
50167502,ท่าข้ามใต้
50167503,กองหิน
50167504,ห้วยส้มป่อย
50167505,วังลุงใหม่
50167506,กองหิน
50167507,โป่ง
50167509,ห้วยส้มป่อย
50167510,วังลุงใหม่
50167512,หลังกาด
50167513,บ้านโป่ง
50170101,ถิ่นสำราญ
50170102,ไร่
50170103,ดอยเต่า
50170104,ฉิมพลี
50170105,แม่ทก
50170106,สันป่าดำ
50170107,สันติสุข
50170108,ผาจุก
50170109,ทุ่งดอกช้าง
50170110,ดอยเต่าใต้
50170201,แปลง3
50170202,แปลง5
50170203,วังหลวง
50170204,หนองบัวคำ
50170205,ดงมะนะ
50170206,แปลง2
50170207,ดอยหลวง
50170208,ดอยแก้ว
50170301,แปลง2
50170302,แปลง1
50170303,แปลง4
50170304,ดอยหลวง
50170305,ดอยแก้ว
50170401,วังหม้อ
50170402,แอ่นใหม่
50170403,แอ่นจัดสรร
50170404,ห้วยทรายมูล
50170501,น้อย
50170502,โท้ง
50170503,หนองปู
50170504,หนองผักบุ้ง
50170505,บงตัน
50170506,ห้วยริน
50170507,เด่นป่าตัน
50170601,เกาะหลวง
50170602,สันบ่อเย็น
50170603,หนองเหม็น
50170604,โปงท่า
50170605,โป่งทุ่ง
50170606,งิ้วสูง
50170607,กองวะ
50170608,แม่บวนเหนือ
50170609,แม่ตูบ
50170610,แม่บวนใต้
50170611,ทุ่งโค้ง
50177601,แปลง3
50177602,แปลง8
50177603,แปลง5
50177604,แปลง2
50177605,แปลง1
50177606,แปลง4
50178101,แปลง3
50178102,แปลง8
50178103,แปลง5
50178104,แปลง2
50178105,แปลง1
50178106,แปลง4
50180101,หลิม
50180102,ยางเปา
50180103,ทุ่งจำเริญ
50180104,ตุงลอย
50180105,แม่ต๋อม
50180106,แม่อ่างขาง
50180107,ผาปูน
50180108,ยองกือ
50180109,ดง
50180110,ยางแก้ว
50180111,ตุงติง
50180112,กะเบอะดิน
50180113,แม่ต๋อมบน
50180114,ยางเปาเหนือ
50180115,ยองแหละ
50180116,ผาปูนดง
50180117,แม่ระมีด
50180118,สบอมแฮด
50180119,มะหินหลวง
50180120,ขุน
50180201,หลวง
50180202,ยางเปียง
50180203,แม่ลาน
50180204,ห้วยปู
50180205,ห้วยโค้ง
50180206,ห้วยตอง
50180207,ยางครก
50180208,โป่ง
50180209,นาไคร้
